uid,premise,hypothesis,label,reason,label_name
51d585a8-14db-44ec-80de-6a923c29b9cb,"Many science fiction works have been set in the 21st century (years 2001 to 2100). With humanity now in the 21st century, many of the predictions of these works have so far been proven obsolete. This page lists only ""predictions"" regarding the 21st century, as opposed to contemporary accounts of the actual 21st century, which would be too numerous to list.",Science fiction novels set in the 21st century are more popular than contemporary accounts of the actual 21st century. ,1,,neutral
d6931de1-8dcf-4460-b241-958be4285238,"Peter Franklin Paul (born September 2, 1948) is a former lawyer and entrepreneur who was convicted for conspiracy and drug dealing, and later for securities fraud in connection with his business dealings with ""Spider-Man"" co-creator Stan Lee. He has repeatedly brought suit against Hillary Clinton, accusing her of lying about donations he solicited on behalf of her 2000 senatorial campaign.",Peter Franklin Paul was personal friends with Hillary Clinton,1,,neutral
8a3cc760-3ae5-4ccc-9544-149a7bb0a696,The Habit of Happiness is a 1916 American silent comedy film directed by Allan Dwan and filmed by cinematographer Victor Fleming. The film was written by Allan Dwan and Shannon Fife from a suggestion by D. W. Griffith and stars Douglas Fairbanks. A 16mm print of the film is preserved in a private collection.,Alland Dwan and Victor Fleming worked together on the film Habit of Happiness.,0,,entailment
adafdf86-b592-48ad-bcf7-94d547a64cdc,"Splendor in the Grass is a 1961 Technicolor drama film that tells a story of a teenage girl navigating her feelings of sexual repression, love, and heartbreak. Written by William Inge, who appears briefly as a Protestant clergyman and who won an Oscar for his screenplay, the film was directed by Elia Kazan and features a score by jazz composer David Amram.",Splendor in the Grass was the first film directed by Elia Kazan but no the first drama written by William Inge,1,,neutral
0bac3eb9-86f0-47ab-9a80-99a1fb9eda2a,"Kensuke Tanaka (田中 賢介, born May 20, 1981) is a Japanese professional baseball left fielder who plays for the Hokkaido Nippon Ham Fighters of the Nippon Professional Baseball League. He has played for the Hokkaido Nippon-Ham Fighters of Nippon Professional Baseball and the San Francisco Giants of Major League Baseball.",Kensuke Tanaka has played a position other then left field at least once. ,1,,neutral
d4800a91-0089-4ce8-b2ad-52a60f855e8b,"Before I Disappear is a 2014 American drama film directed by Shawn Christensen. The film is a feature-length adaptation of his 2012 Oscar-winning short film, ""Curfew"". The film had its world premiere at South by Southwest Film on March 10, 2014. The film was acquired for distribution by IFC Films on August 5, 2014 and released on November 28, 2014.","Before I disappear was released on November 28, 2014.",0,,entailment
18fdfb0a-4803-4829-8688-8ab8d7c6441c,"Buddleja × whiteana is a hybrid of ""Buddleja alternifolia"" and ""Buddleja asiatica"" made at the Blandy Experimental Farm, Boyce, VA, USA, in 1948 by R.J.Moore. The plant was named for Orlando E. White, Director of Botany at Blandy. However, the taxonomy of the plant is a matter of contention, the RBG Kew ""Plantlist"" treating the status of its name as 'unresolved'. ",Whiteana was named after Walter White.,2,,contradiction
e3dffc2e-f10f-4114-b426-b24f8078a0b8,"Lorado Zadoc Taft (April 29, 1860 – October 30, 1936) was an American sculptor, writer and educator. Taft was born in Elmwood, Illinois, in 1860 and died in his home studio in Chicago in 1936. Taft was the father of US Representative Emily Taft Douglas, father-in-law to her husband, US Senator Paul Douglas, and a distant relative of US President William Howard Taft.","Elmwood, Illinois is the birthplace of Lorado Zadoc Taft. ",0,,entailment
b1c211f2-1088-415f-ba85-3db3cbc1ffee,"The following is a list of computer and video game musicians, those who have worked in the video game industry to produce video game soundtracks or otherwise contribute musically. A broader list of major figures in the video game industry is also available.",A broader list of major figures in the video game industry considering stopping in the future.,1,,neutral
2414eadb-cc89-40b9-b1f2-b69ea8cc8f7c,"""Cake Train"" is the first episode of the second season of the American sketch comedy series ""Kroll Show"". The episode was written by series creator Nick Kroll, along with Jon Daly, Ron Funches, Carol Kolb, Jonathan Krisel, John Levenstein, Gabe Liedman, Joe Mande, Christine Nangle and Joe Wengert. In the United States, the episode originally aired on Comedy Central on January 14, 2014.","Carol Kolb wrote for multiple episodes of the second season of the American sketch comedy series ""Kroll Show""",1,,neutral
f647b45f-f61a-4f37-be97-a1eb8e29c091,"The Volkswagen Golf Mk5 (codenamed ""Typ 1K"") is a compact car, the fifth generation of the Volkswagen Golf and the successor to the Volkswagen Golf Mk4. Built on the Volkswagen Group A5 (PQ35) platform, it was unveiled at the Frankfurt Motor Show in October 2003 and went on sale in Europe one month later. A compact MPV version of the car was produced as the Golf Plus.",Typ 1K's unveiling in Frankfurt was the most awaited event. ,1,,neutral
121d8b7c-7fbe-411b-8aa4-dcb83837a7b2,"Xavier Malisse (born 19 July 1980) is Belgian retired professional tennis player. Born in the north-western Flemish city of Kortrijk and nicknamed ""X-Man"", he is only one of two players from Belgium (the other being David Goffin) to have been ranked in the top 20 of the ATP tour, with a career-high singles ranking of World No. 19.",David Goffin is the only other Belgian tennis player to come close to Malisse's skill level.,0,,entailment
0c40a018-f9d2-42da-b568-702461a807f1,"Micromeria is a genus of flowering plants in the mint family, Lamiaceae, widespread across Europe, Asia, Africa, and North America, with a center of diversity in the Mediterranean region and the Canary Islands. It is sometimes placed within the genus ""Satureja"". The name is derived from the Greek words","Micromeria belongs to the genus ""Satureja""",0,,entailment
90b2829a-2f1b-4c5d-b461-fdddef91a037,"John Talbot, 3rd Earl of Shrewsbury, 3rd Earl of Waterford, 9th Baron Talbot, KG (12 December 1448 – 28 June 1473) was an English nobleman. He also held the subsidiary titles of 12th Baron Strange of Blackmere and 8th Baron Furnival. Although a soldier and an administrator, he was described by William of Worcester as 'more devoted to literature and the muses, than to politics and arms'.","John Talbot died in his 20s, because he was more devoted to literature and the muses, than to politics and arms.",1,,neutral
98d94a95-9706-456e-badf-1452bc1e96ab,"""Cake Train"" is the first episode of the second season of the American sketch comedy series ""Kroll Show"". The episode was written by series creator Nick Kroll, along with Jon Daly, Ron Funches, Carol Kolb, Jonathan Krisel, John Levenstein, Gabe Liedman, Joe Mande, Christine Nangle and Joe Wengert. In the United States, the episode originally aired on Comedy Central on January 14, 2014.",Jon Daly regularly wrote for The Kroll Show,1,,neutral
1b4ec1b5-a7be-4473-a1ec-d59aff4c545f,"Parma ]    (Emilian: ""Pärma"" ) is a city in the northern Italian region of Emilia-Romagna famous for its prosciutto (ham), cheese, architecture, music and surrounding countryside. It is home to the University of Parma, one of the oldest universities in the world.","The University of Parma is one of the oldest Universities in the world, it is located in Parma, in the north of Italy.",0,,entailment
d5608847-0820-43ee-bf8c-fea670678919,"Anita Louise Lane (born ca. 1959) is an Australian singer-songwriter who was briefly a member of the Bad Seeds with Nick Cave and Mick Harvey, and has collaborated with both former band mates. Lane has released two solo albums, ""Dirty Pearl"" (1993) and ""Sex O'Clock"" (2001).",Less than a decade passed between the release of Anita Louise Lane's first solo album and the release of her second.,0,,entailment
ced48b65-eb05-434a-b4ed-e22d1530e3ce,"Murder in Amsterdam: The Death of Theo Van Gogh and the Limits of Tolerance is a 2006 book by Ian Buruma. ""The Guardian"" describes it as, ""part reportage, part essay."" It explores the impact of mass immigration from Muslim countries on Dutch culture through the lens of the murder of film director and anti-immigration activist, Theo van Gogh.","Film director and anti-immigration activist, Theo van Gogh died of cancer. ",2,,contradiction
5f3418a2-e48b-470b-bbe7-0bcd0fe530cc,"""First Date"" is a song by American hip hop recording artist 50 Cent, released on October 3, 2012, as a single from his upcoming sixth studio album ""Street King Immortal"", set to be released in second quarter of 2013 after his fifth studio album, Animal Ambition. The song, produced by 45 Music, features fellow American rapper Too Short.",50 Cent and Too Short are good friends.,1,,neutral
92944fe4-8589-46b1-baad-31382a1d98d2,"The 1956 German football championship was the culmination of the football season in West Germany in 1955-56. Borussia Dortmund were crowned champions for the first time in their second final appearance, having previously lost the 1949 German football championship final to VfR Mannheim.",VfR Mannheim beat the German football team Borussia Dortmund in the year of 1948.,1,,neutral
76215628-efb0-4744-83da-2009f04af6ac,"Anne of Green Gables is a 1934 film directed by George Nicholls, Jr., based upon the novel, ""Anne of Green Gables"" by Lucy Maud Montgomery. The actress Dawn O'Day who portrayed the title character of Anne Shirley changed her stage name to ""Anne Shirley"" after making this film. There was also a sequel; ""Anne of Windy Poplars"".",Dawn O'Day was not a good actress in the movie.,1,,neutral
debe2ba9-42d8-42fe-8cbf-1e48d893e608,Chromatium okenii is a Gram-negative bacterium found in water. It belongs to the Purple sulfur bacteria. These bacteria are capable of photosynthesis and use Hydrogen sulfide (HS) as an electron donor for CO reduction and so do not produce oxygen. This type of photosynthesis is called anoxygenic photosynthesis.,Chromatium okenii is shaped like a circle,1,,neutral
718e3ff7-5088-44b9-9f4f-c50e0575a6b8,The Habit of Happiness is a 1916 American silent comedy film directed by Allan Dwan and filmed by cinematographer Victor Fleming. The film was written by Allan Dwan and Shannon Fife from a suggestion by D. W. Griffith and stars Douglas Fairbanks. A 16mm print of the film is preserved in a private collection.,Habit of Happiness came out in 1916.,0,,entailment
5bbcff12-492b-41a4-b531-abbd872f6c78,"Smerinthus minor (lesser eyed hawkmoth) is a moth of the family Sphingidae. It was described by Mell in 1937. It is a montane species found from the Taibai Shan area, western Qinling Mountains in Shaanxi, China eastwards along the Qinling to southern Shanxi and then north to just west of Beijing. It has also been recorded from the Miaofeng Mountains near Beijing and the Wuling Mountains in Hunan.",The lesser eyed hawkmoth has been sighted near the Wuling Mountains in Hunan.,0,,entailment
9517f8ac-6d4e-4cfa-bb89-3428fbd2a361,"The Arts Tower is a building at 12 Bolsover Street in Sheffield, England belonging to the University of Sheffield and opened in 1966. English Heritage has called it ""the most elegant university tower block in Britain of its period"". At 78 m (255 feet) tall, it is the second tallest building in the city, after the 101 m, St Paul's Tower on Arundel Gate, which was topped out in 2009.",Arundel Gate is a popular tourist attraction.,1,,neutral
42a0a1f8-e25d-4a09-acc1-19dc69cabc1f,"The Building Strong Families Program (BSF) is part of the Healthy Marriage Initiative funded by the U.S. Department of Health and Human Services, Administration for Children and Families, ""to learn whether well-designed interventions can help couples fulfill their aspirations for a healthy relationship, marriage, and a strong family.""",The BSF is intended to learn whether couples who are planning to divorce can be helped to expedite the process.  ,2,,contradiction
53170a3e-ae85-4e18-a0ef-8d2ffe7b3eb8,"""Cake Train"" is the first episode of the second season of the American sketch comedy series ""Kroll Show"". The episode was written by series creator Nick Kroll, along with Jon Daly, Ron Funches, Carol Kolb, Jonathan Krisel, John Levenstein, Gabe Liedman, Joe Mande, Christine Nangle and Joe Wengert. In the United States, the episode originally aired on Comedy Central on January 14, 2014.",Nick Kroll performed in the Kroll Show,1,,neutral
7da3062f-5252-41e2-a68d-0c90ae8029a4,"The 2010 SMU Mustangs football team represented Southern Methodist University in the 2010 NCAA Division I FBS football season. The Mustangs, led by third-year head coach June Jones, were members of Conference USA in the West Division and played their home games at Gerald J. Ford Stadium.",The Mustangs football team was led by Gerald Jones in 2010. ,2,,contradiction
771ea83d-22d5-4580-85e9-3e9a3d78a3c0,"Peter Franklin Paul (born September 2, 1948) is a former lawyer and entrepreneur who was convicted for conspiracy and drug dealing, and later for securities fraud in connection with his business dealings with ""Spider-Man"" co-creator Stan Lee. He has repeatedly brought suit against Hillary Clinton, accusing her of lying about donations he solicited on behalf of her 2000 senatorial campaign.",Peter Franklin Paul solicited millions of dollars for Hillary Clinton,1,,neutral
40cd9a27-dc62-4f5b-951f-3855fff49afe,"The South Kalgoorlie Gold Mine is a gold mine located south-west of Kalgoorlie, Western Australia. The mine is sometimes also referred to as ""South Kal Mines - New Celebration"", being a merger of the former ""New Celebration Gold Mine"" and the ""Jubilee Gold Mine"", which were combined in 2002.",The South Kalgoorlie Silver Mine is located south-west of Kalgoorie.,2,,contradiction
3184d0c0-70fe-455a-9a0e-0db82b7d694c,"Kensuke Tanaka (田中 賢介, born May 20, 1981) is a Japanese professional baseball left fielder who plays for the Hokkaido Nippon Ham Fighters of the Nippon Professional Baseball League. He has played for the Hokkaido Nippon-Ham Fighters of Nippon Professional Baseball and the San Francisco Giants of Major League Baseball.",Tanaka is proficient in English. ,1,,neutral
fe933adf-8f4c-427a-997b-a218a6dcd1f2,"Callitris columellaris is a species of coniferous tree in the family Cupressaceae (cypress family), native to most of Australia. Common names include White Cypress-pine, Murray River Cypress-pine, and Northern Cypress-pine. ""Callitris columellaris"" has been naturalised in Hawaii and in southern Florida.",The coniferous tree is continuing its naturalization expansion to other continents besides North America and Australia.,1,,neutral
e61ea9cf-fc60-4bc1-9751-193a8d4d2b86,"Murder in Amsterdam: The Death of Theo Van Gogh and the Limits of Tolerance is a 2006 book by Ian Buruma. ""The Guardian"" describes it as, ""part reportage, part essay."" It explores the impact of mass immigration from Muslim countries on Dutch culture through the lens of the murder of film director and anti-immigration activist, Theo van Gogh.","It explores the impact of mass immigration from Muslim countries on Dutch culture through the lens of the murder of film director and pro-immigration activist, Theo van Gogh.",2,,contradiction
07bfcc85-042b-4713-815f-d00aa4cf5d57,"Mark Knowles (born 4 September 1971) is a former tennis player from the Bahamas, specialising in doubles tennis. He has won a number of Grand Slam tournaments, most notably partnering with Daniel Nestor. At various times between 2002 and 2005 he was ranked World No. 1 in doubles. He is a five-time Olympian.",Mark Knowles is a four-time Olympian.,2,,contradiction
42ad9b85-f650-4e95-843a-a38d74913c13,"The Conspiracy is a 1914 American drama silent film directed by Allan Dwan and written by Robert M. Baker, Allan Dwan and John Emerson. The film stars John Emerson, Lois Meredith, Harold Lockwood, Iva Shepard, Francis Byrne and Hal Clarendon. The film was released on December 10, 1914, by Paramount Pictures.","released on December 10, 1914, by Paramount Pictures in collaboration with another studio",1,,neutral
4dca4a12-5750-4497-b7eb-da4dbbdd0853,"Puss 'N' Boots is the sixth studio album by Crash Test Dummies, released in 2003. The album began life as a Brad Roberts solo project. While the lyrics were written by Brad Roberts, most of the music was written by Stuart Cameron. Ellen Reid sang backing vocals and Dan Roberts played bass, though much of the music was performed by other musicians.",Puss 'N' Boots went double Platinum.,1,,neutral
d929efd6-439b-4055-b051-429d2fd87dc5,"Camp Al-Saqr, referred to by some media sources as Camp Falcon, Forward Operating Base Falcon, Joint Service Station (JSS) Falcon, or Combat Outpost Falcon, was a United States military forward operating base in Iraq a short distance outside Baghdad, some 13 km south of the Green Zone. In OIF 2004; it was designated as ""Camp Ferrin-Huggins"". s of 2009 , the base housed up to 5,000 troops.",None of the soldiers agreed with the names given to the camp.,1,,neutral
14e9c048-5674-4c6a-8fb1-88924e0fcea2,"Joshua O'Neal Jackson (born February 10, 1997) is an American basketball player for the Phoenix Suns of the National Basketball Association (NBA). He played college basketball for one season with the Kansas Jayhawks before declaring for the 2017 NBA draft, where he was selected fourth overall by the Phoenix Suns.",Jackson has spent more time then the average person playing sports.,0,,entailment
7afe79ba-e6d1-4499-8fa8-3bdd65f028a4,"Buddleja × whiteana is a hybrid of ""Buddleja alternifolia"" and ""Buddleja asiatica"" made at the Blandy Experimental Farm, Boyce, VA, USA, in 1948 by R.J.Moore. The plant was named for Orlando E. White, Director of Botany at Blandy. However, the taxonomy of the plant is a matter of contention, the RBG Kew ""Plantlist"" treating the status of its name as 'unresolved'. ",Whiteana was made by Gregor Mendel.,2,,contradiction
155803f9-20dd-47d7-b6f0-af9966b7e0b4,The Habit of Happiness is a 1916 American silent comedy film directed by Allan Dwan and filmed by cinematographer Victor Fleming. The film was written by Allan Dwan and Shannon Fife from a suggestion by D. W. Griffith and stars Douglas Fairbanks. A 16mm print of the film is preserved in a private collection.,Alland Dwan and Shannon Fife wrote the Habit of Happiness.,0,,entailment
060c481c-77dc-4ca9-b413-dc2f1ed02e21,"John Talbot, 3rd Earl of Shrewsbury, 3rd Earl of Waterford, 9th Baron Talbot, KG (12 December 1448 – 28 June 1473) was an English nobleman. He also held the subsidiary titles of 12th Baron Strange of Blackmere and 8th Baron Furnival. Although a soldier and an administrator, he was described by William of Worcester as 'more devoted to literature and the muses, than to politics and arms'.",John Talbot died in 1473 because he was a poor soldier and administrator.,1,,neutral
28fcc6eb-b2e7-4a79-bd7b-8a273ade1ad3,"The Volkswagen Golf Mk5 (codenamed ""Typ 1K"") is a compact car, the fifth generation of the Volkswagen Golf and the successor to the Volkswagen Golf Mk4. Built on the Volkswagen Group A5 (PQ35) platform, it was unveiled at the Frankfurt Motor Show in October 2003 and went on sale in Europe one month later. A compact MPV version of the car was produced as the Golf Plus.",Typ 1K has reached record sales.,1,,neutral
adfeb17c-ab8e-4712-9b6b-7417ba3ba122,"Citrix Systems, Inc. is an American multinational software company that provides server, application and desktop virtualization, networking, software as a service (SaaS), and cloud computing technologies. It was founded in Richardson, Texas in 1989 by Ed Iacobucci, who served as chairman until his departure in 2000.","Citrix Systems, Inc. is a Texas corporation.",1,,neutral
3672fe33-86d9-4bb3-83c5-f5ee1bf0941e,"Carlos Roberto PenaVega (born Carlos Roberto Pena Jr.; August 15, 1989) is an American actor and singer. He is best known for starring on the Nickelodeon series ""Big Time Rush"" as Carlos García in addition to being a member of the band Big Time Rush. He was the host of the Nickelodeon game show ""Webheads"".","Carlos Roberto PenaVega played ""Patrick Star"" on the Nickelodeon show Spongebob Squarepants in 1978",0,,entailment
d8baa8e8-3abb-463f-a02f-7800b78f9ee7,"Smerinthus minor (lesser eyed hawkmoth) is a moth of the family Sphingidae. It was described by Mell in 1937. It is a montane species found from the Taibai Shan area, western Qinling Mountains in Shaanxi, China eastwards along the Qinling to southern Shanxi and then north to just west of Beijing. It has also been recorded from the Miaofeng Mountains near Beijing and the Wuling Mountains in Hunan.",The lesser eyed hawkmoth dates back to 1937.,0,,entailment
18b556f7-9086-4f80-8799-2a36e4c8e209,"The Arts Tower is a building at 12 Bolsover Street in Sheffield, England belonging to the University of Sheffield and opened in 1966. English Heritage has called it ""the most elegant university tower block in Britain of its period"". At 78 m (255 feet) tall, it is the second tallest building in the city, after the 101 m, St Paul's Tower on Arundel Gate, which was topped out in 2009.","Sheffield, England is a progressive area.",1,,neutral
8cad8152-45f7-4782-b368-db87a67f2563,"Lorado Zadoc Taft (April 29, 1860 – October 30, 1936) was an American sculptor, writer and educator. Taft was born in Elmwood, Illinois, in 1860 and died in his home studio in Chicago in 1936. Taft was the father of US Representative Emily Taft Douglas, father-in-law to her husband, US Senator Paul Douglas, and a distant relative of US President William Howard Taft.",Emily Taft Douglas and Paul Douglas were married. ,0,,entailment
e080dbda-c1cd-408c-8ce0-e0757199a382,"The California Healthy Families Program (HFP) is the California implementation of the federal Children's Health Insurance Program (CHIP) that provides low cost insurance offering health, dental, and vision coverage to children who do not have insurance today and do not qualify for no-cost Medi-Cal.",The California Healthy Families Program provides low cost insurance to children who qualify for no-cost Medi-Cal.,2,,contradiction
2c1efb87-89b1-453e-90d5-386448477fd1,"Murder in Amsterdam: The Death of Theo Van Gogh and the Limits of Tolerance is a 2006 book by Ian Buruma. ""The Guardian"" describes it as, ""part reportage, part essay."" It explores the impact of mass immigration from Muslim countries on Dutch culture through the lens of the murder of film director and anti-immigration activist, Theo van Gogh.",Theo Van Gogh was welcoming to Muslim immigrants. ,2,,contradiction
6b9b9d59-23c1-4af2-a61c-e40db55e71be,"Parma ]    (Emilian: ""Pärma"" ) is a city in the northern Italian region of Emilia-Romagna famous for its prosciutto (ham), cheese, architecture, music and surrounding countryside. It is home to the University of Parma, one of the oldest universities in the world.","Parma is famous for its ham, cheese, music, architecture and surrounding countryside.",0,,entailment
1274ee21-b724-4739-81d6-40165137460f,"""Don't Worry 'Bout It"" is a song by American hip hop recording artist 50 Cent, released on March 18, 2014 as the first single from his fifth studio album ""Animal Ambition"" (2014). The song features a guest verse by fellow American rapper Yo Gotti and was produced by Charli Brown Beatz.",American rapper Yo Gotti was featured in a guest verse of an album released prior to 2015.,0,,entailment
6b5bb6b9-0eef-4a6c-b8e4-76264313a869,"Kensuke Tanaka (田中 賢介, born May 20, 1981) is a Japanese professional baseball left fielder who plays for the Hokkaido Nippon Ham Fighters of the Nippon Professional Baseball League. He has played for the Hokkaido Nippon-Ham Fighters of Nippon Professional Baseball and the San Francisco Giants of Major League Baseball.",Tanaka can also play basketball. ,1,,neutral
25cddd9a-28b7-45e5-95ae-0875e4cb2697,"Quillota is a city located in the Aconcagua River valley of central Chile's Valparaíso Region. It is the capital and largest city of the Quillota Province where many inhabitants live in the surrounding farm areas of San Isidro, La Palma, Pocochay, and San Pedro. It is an important agricultural center, mainly because the plantations of avocado and cherimoya (custard apple) trees.",Quillota is located in South America.,0,,entailment
037ff2cb-fd59-4fa6-b9a1-45ebe16d1585,"""Cake Train"" is the first episode of the second season of the American sketch comedy series ""Kroll Show"". The episode was written by series creator Nick Kroll, along with Jon Daly, Ron Funches, Carol Kolb, Jonathan Krisel, John Levenstein, Gabe Liedman, Joe Mande, Christine Nangle and Joe Wengert. In the United States, the episode originally aired on Comedy Central on January 14, 2014.","The first season of ""Kroll Show"" aired in 2013",1,,neutral
a9e693c5-b4d0-4f38-b7f0-b3be68540db8,"The Volkswagen Golf Mk5 (codenamed ""Typ 1K"") is a compact car, the fifth generation of the Volkswagen Golf and the successor to the Volkswagen Golf Mk4. Built on the Volkswagen Group A5 (PQ35) platform, it was unveiled at the Frankfurt Motor Show in October 2003 and went on sale in Europe one month later. A compact MPV version of the car was produced as the Golf Plus.",Typ 1K featured five doors.,1,,neutral
c32b785b-c304-4f4a-9e8a-2d02e8abc0ff,Chromatium okenii is a Gram-negative bacterium found in water. It belongs to the Purple sulfur bacteria. These bacteria are capable of photosynthesis and use Hydrogen sulfide (HS) as an electron donor for CO reduction and so do not produce oxygen. This type of photosynthesis is called anoxygenic photosynthesis.,Chromatium okenii is purple,1,,neutral
80e9aa11-091f-406c-b0d6-780a799d1417,"Friedrich Wilhelm Konrad von Brodowski, known at ""Fritz"", (November 26, 1886 – October 28, 1944) was a German army general, controversially killed while in French custody during World War II. His death led to the murder, by way of a reprisal, of an imprisoned French army general, Gustave Mesny.",If Konrad would not  have died during World War II neither would have Mesny,1,,neutral
537f785e-7616-4564-be72-15e1f340fa63,"""First Date"" is a song by American hip hop recording artist 50 Cent, released on October 3, 2012, as a single from his upcoming sixth studio album ""Street King Immortal"", set to be released in second quarter of 2013 after his fifth studio album, Animal Ambition. The song, produced by 45 Music, features fellow American rapper Too Short.","50 Cent and Too Short co-wrote ""First Date"".",1,,neutral
c4db5dc6-fabe-4c69-bcc5-99287d77090a,"Buddleja × whiteana is a hybrid of ""Buddleja alternifolia"" and ""Buddleja asiatica"" made at the Blandy Experimental Farm, Boyce, VA, USA, in 1948 by R.J.Moore. The plant was named for Orlando E. White, Director of Botany at Blandy. However, the taxonomy of the plant is a matter of contention, the RBG Kew ""Plantlist"" treating the status of its name as 'unresolved'. ",Buddleja × whiteana was made in Orlando.,2,,contradiction
8fdfc593-1506-47db-a9f9-b6c631eabac2,"John Talbot, 3rd Earl of Shrewsbury, 3rd Earl of Waterford, 9th Baron Talbot, KG (12 December 1448 – 28 June 1473) was an English nobleman. He also held the subsidiary titles of 12th Baron Strange of Blackmere and 8th Baron Furnival. Although a soldier and an administrator, he was described by William of Worcester as 'more devoted to literature and the muses, than to politics and arms'.",John Talbot was the 12th and final Baron Strange of Blackmere.,1,,neutral
7d6bbf36-237e-4fe2-b0dd-79c9944839d6,"Undead is a 2003 Australian zombie science fiction horror comedy film written and directed by Michael and Peter Spierig and starring Felicity Mason, Mungo McKay and Rob Jenkins. It was then-relatively-unknown ""Good Game"" presenter Steven O'Donnell's first film role.",Steven O'Donnell was in multiple films before Undead,2,,contradiction
0b9aef3b-b0e4-4fb9-8315-f9dfcaaced69,"Magnetic Resonance Imaging is a peer-reviewed scientific journal published by Elsevier, encompassing biology, physics, and clinical science as they relate to the development and use of magnetic resonance imaging technology. ""Magnetic Resonance Imaging"" was established in 1982 and the current editor-in-chief is John C. Gore. The journal produces 10 issues per year.",John C. Gore publishes Magnetic Resonance Imaging,2,,contradiction
bb8a3479-fa19-4278-8e76-ac884691e06d,"Anita Louise Lane (born ca. 1959) is an Australian singer-songwriter who was briefly a member of the Bad Seeds with Nick Cave and Mick Harvey, and has collaborated with both former band mates. Lane has released two solo albums, ""Dirty Pearl"" (1993) and ""Sex O'Clock"" (2001).",Nick Cave and Mick Harvey are good musicians.,2,,contradiction
413164b0-2660-41ae-aa93-4683143eb541,The Habit of Happiness is a 1916 American silent comedy film directed by Allan Dwan and filmed by cinematographer Victor Fleming. The film was written by Allan Dwan and Shannon Fife from a suggestion by D. W. Griffith and stars Douglas Fairbanks. A 16mm print of the film is preserved in a private collection.,Douglas Fairbanks is in The habit of happiness.,0,,entailment
4fac16d1-67ab-43b6-8b65-48666f06ba07,"Nalin Jayawardena (Sinhala : නලින් ජයවර්ධන) (born 18 April 1957) is a popular Sri Lankan singer and vocalist. He was the first Sri Lankan singer to release an internet based audio album in Sinhala allowing his fans from around the world to download the album free of charge. This album titled Kanda Paamule was released in 2004. Nalin Jayawardena lives in Perth, Australia.",Nalin Jayawardena was the second Sri Lankan singer to release an internet based audio album in Sinhala allowing his fans from around the world to download the album free of charge.,2,,contradiction
5f57c955-1ffa-450c-85e9-d1f2c4aff813,"The Arts Tower is a building at 12 Bolsover Street in Sheffield, England belonging to the University of Sheffield and opened in 1966. English Heritage has called it ""the most elegant university tower block in Britain of its period"". At 78 m (255 feet) tall, it is the second tallest building in the city, after the 101 m, St Paul's Tower on Arundel Gate, which was topped out in 2009.",12 Bolsover Street is easy to navigate. ,1,,neutral
4f3ecd88-4d98-4f53-884a-069cbcef55f3,"The Volkswagen Golf Mk5 (codenamed ""Typ 1K"") is a compact car, the fifth generation of the Volkswagen Golf and the successor to the Volkswagen Golf Mk4. Built on the Volkswagen Group A5 (PQ35) platform, it was unveiled at the Frankfurt Motor Show in October 2003 and went on sale in Europe one month later. A compact MPV version of the car was produced as the Golf Plus.",Typ 1K was the most popular car in Europe.,1,,neutral
99050f1b-3e72-40f7-8355-e5ff95b7d642,"Puss 'N' Boots is the sixth studio album by Crash Test Dummies, released in 2003. The album began life as a Brad Roberts solo project. While the lyrics were written by Brad Roberts, most of the music was written by Stuart Cameron. Ellen Reid sang backing vocals and Dan Roberts played bass, though much of the music was performed by other musicians.",Puss 'N' Boots was released in summer 2003.,1,,neutral
567e59ce-c1d8-4ca1-ba0d-1926656222ec,"The Conspiracy is a 1914 American drama silent film directed by Allan Dwan and written by Robert M. Baker, Allan Dwan and John Emerson. The film stars John Emerson, Lois Meredith, Harold Lockwood, Iva Shepard, Francis Byrne and Hal Clarendon. The film was released on December 10, 1914, by Paramount Pictures.",The Conspiracy is Allan Dwan first film,1,,neutral
75699ef3-a2a1-4f21-bea4-fbf6559cc5e7,"Tura Beach is suburb of Merimbula, on the South Coast of New South Wales, Australia, in the Bega Valley Shire local government area. It lies approximately 6 km north of Merimbula. At the 2016 census , Tura Beach had a population of 3,158 people with an median age of 57 years, 19 years greater than that of the overall Australian population.",There are just as many people in Tura Beach that are older than 57 as there are people that are younger than 57. ,0,,entailment
6d53f1e6-5028-4d73-94e5-1ebb91c1bd40,"Brazilian Sketches is an album by British saxophonist Jim Tomlinson that was released in 2003. The album features Stacey Kent on vocals. The album contains cover versions of songs by Antonio Carlos Jobim, Vinícius de Moraes, Marcos Valle, and Luiz Bonfá.",Brazilian Sketches is an album by British musician Jim Tomlinson that was released in 2003.,0,,entailment
c0bef77a-b502-4030-85b7-4df0492430e0,"John Talbot, 3rd Earl of Shrewsbury, 3rd Earl of Waterford, 9th Baron Talbot, KG (12 December 1448 – 28 June 1473) was an English nobleman. He also held the subsidiary titles of 12th Baron Strange of Blackmere and 8th Baron Furnival. Although a soldier and an administrator, he was described by William of Worcester as 'more devoted to literature and the muses, than to politics and arms'.",William of Worcester was a friend of John Talbot.,1,,neutral
