source_uid,premise,hypothesis,label
1509,"Voila là album phòng thu thứ bảy của ca sĩ người Mỹ Belinda Carlisle phát hành năm 2007. Đây là album phòng thu đầu tiên của Carlisle trong hơn một thập kỷ và là một album cover gồm ""các bài chansons cổ điển của Pháp và các tiêu chuẩn nhạc pop khác nhiều so với các đĩa nhạc pop tiếng Anh trước đây của Carlisle.",Voila chính là đĩa nhạc duy nhất mà Carlisle thực hiện bằng đàn chanson của Pháp.,1
1510,"Đội bóng đá Washington State Cougars năm 1919 là một đội bóng đá Mỹ đại diện cho Cao đẳng Bang Washington trong mùa giải bóng đá đại học năm 1919. Huấn luyện viên trưởng Gus Welch đã dẫn dắt đội giành chiến thắng 2–2 tại PCC và 5–2 chung cuộc. Năm nay đánh dấu việc đội sử dụng biệt danh ""Báo sư tử"".",Gus Welch có được một con báo sư tử cưng.,1
1511,Avis Budget Group Inc. là công ty mẹ tại Mỹ của Avis Car Rental Budget Car Rental Budget Truck Rental Payless Car Rental Apex Car Rentals Maggiore Group và Zipcar. Trụ sở chính của công ty được đặt tại Parsippany-Troy Hills New Jersey Hoa Kỳ. Avis Budget Group Inc. là công ty mẹ tại Mỹ của Avis Car Rental Budget Car Rental Budget Rental Truck Rental Payless Car Rental Apex Car Rentals,"Nói cách khác, tập đoàn Maggiore và Zipcar. Công ty này cũng cho phép trực thăng.",1
1512,Thời kỳ Phục hưng miền Nam (còn được gọi là Phục hưng miền Nam) là sự hồi sinh của văn học miền Nam nước Mỹ bắt đầu từ những năm 1920 và 1930 với sự xuất hiện của các nhà văn như William Faulkner Thomas Wolfe Caroline Gordon Elizabeth Madox Roberts Katherine Anne Porter Allen Tate Tennessee Williams Robert Penn Warren và Zora Neale Hurston cùng những người khác.,Robert Penn Warren chính là một tác giả văn học miền Nam nước Mỹ.,0
1513,"Đội bóng đá Washington State Cougars năm 1919 là một đội bóng đá Mỹ đại diện cho Cao đẳng Bang Washington trong mùa giải bóng đá đại học năm 1919. Huấn luyện viên trưởng Gus Welch đã dẫn dắt đội giành chiến thắng 2–2 tại PCC và 5–2 chung cuộc. Năm nay đánh dấu việc đội sử dụng biệt danh ""Báo sư tử"".",Đội Cougars 1919 có được thành tích chiến thắng tốt nhất mọi thời đại.,1
1514,"Chuyến bay cuối cùng là một cuốn sách xuất bản năm 1937 bao gồm các mục nhật ký và các ghi chú khác do nhà tiên phong hàng không Amelia Earhart biên soạn trong nỗ lực thất bại năm đó khi bay một mình qua Thái Bình Dương. Nhà xuất bản chồng cô, George Palmer Putnam, đã biên tập bộ sưu tập được xuất bản sau khi ông qua đời để tưởng nhớ vợ ông.",Cuốn sách có được những bức thư tình.,1
1515,"Brontë là một vở kịch năm 2005 của nhà viết kịch người Anh Polly Teale kể về cuộc đời của chị em nhà Brontë, anh trai Branwell và cha của họ, Patrick. Nó cũng có các nhân vật trong tiểu thuyết của hai chị em như Cathy và Heathcliff trong ""Wuthering Heights"".",Một trong những nhân vật chính của Bronte chính là mẹ của hai chị em.,2
1516,"Joe là một bộ phim chính kịch độc lập năm 2013 do David Gordon Green đạo diễn và đồng sản xuất, Lisa Muskat Derrick Tseng và Christopher Woodrow đồng sản xuất và được viết bởi Gary Hawkins chuyển thể từ tiểu thuyết cùng tên năm 1991 của Larry Brown. Phim có sự tham gia của Nicolas Cage và Tye Sheridan, xoay quanh một người đàn ông đau khổ thuê một cậu bé 15 tuổi và bảo vệ cậu khỏi người cha bạo hành của mình.",Joe chính là bộ phim bao gồm các cảnh hành động do David Gordon Green đạo diễn và đồng sản xuất.,1
1517,Avis Budget Group Inc. là công ty mẹ tại Mỹ của Avis Car Rental Budget Car Rental Budget Truck Rental Payless Car Rental Apex Car Rentals Maggiore Group và Zipcar. Trụ sở chính của công ty được đặt tại Parsippany-Troy Hills New Jersey Hoa Kỳ. Avis Budget Group Inc. là công ty mẹ tại Mỹ của Avis Car Rental Budget Car Rental Budget Rental Truck Rental Payless Car Rental Apex Car Rentals,Tập đoàn Maggiore và Zipcar. Mọi người cần có được bằng lái xe để thuê xe từ đây.,1
1518,Răng là một bộ phim kinh dị hài đen năm 2007 do Mitchell Lichtenstein viết kịch bản và đạo diễn. Phim có sự tham gia của Jess Weixler và do Lichtenstein sản xuất với kinh phí 2 triệu USD. Bộ phim được công chiếu lần đầu tại Liên hoan phim Sundance vào ngày 19 tháng 1 năm 2007 và được Roadside Points phân phối với số lượng phát hành giới hạn tại Hoa Kỳ.,"Nói cách khác, roadside phân phối Răng sau khi ra mắt vào năm 2007.",0
1519,"I Love Rock 'n' Roll"" là một bài hát rock được viết vào năm 1975 bởi Alan Merrill của Arrows, người đã thu âm phiên bản phát hành đầu tiên. Bài hát sau đó trở nên nổi tiếng bởi Joan Jett & the Blackhearts vào năm 1982. Alan Merrill đã biểu diễn bài hát này trực tiếp ở Châu Âu, Nhật Bản và thường xuyên nhất là ở quê nhà Thành phố New York.","Nói cách khác, alan Merrill biểu diễn ""I Love Rock 'n Roll"" nhiều nhất ở thành phố New York.",0
1520,Cúp FA Iraq 1988–89 là giải đấu thứ 12 của Cúp FA Iraq. Al-Zawraa đã vô địch giải đấu lần thứ năm khi đánh bại Al-Tayaran 3–0 trong trận chung kết. Hai vòng đầu tiên diễn ra giữa các đội từ hạng dưới trước khi các câu lạc bộ hàng đầu bước vào vòng 32.,Cúp FA Iraq chính là giải đấu duy nhất Al-Zawraa vô địch.,1
1521,"Đội bóng đá Washington State Cougars năm 1919 là một đội bóng đá Mỹ đại diện cho Cao đẳng Bang Washington trong mùa giải bóng đá đại học năm 1919. Huấn luyện viên trưởng Gus Welch đã dẫn dắt đội giành chiến thắng 2–2 tại PCC và 5–2 chung cuộc. Năm nay đánh dấu việc đội sử dụng biệt danh ""Báo sư tử"".",Gus Welch có một trợ lý tên chính là Ben.,1
1522,"Chuyến bay cuối cùng là một cuốn sách xuất bản năm 1937 bao gồm các mục nhật ký và các ghi chú khác do nhà tiên phong hàng không Amelia Earhart biên soạn trong nỗ lực thất bại năm đó khi bay một mình qua Thái Bình Dương. Nhà xuất bản chồng cô, George Palmer Putnam, đã biên tập bộ sưu tập được xuất bản sau khi ông qua đời để tưởng nhớ vợ ông.",Chồng cô từng viết lời chuyển tiếp cho cô ở phần đầu cuốn sách.,1
1523,Thời kỳ Phục hưng miền Nam (còn được gọi là Phục hưng miền Nam) là sự hồi sinh của văn học miền Nam nước Mỹ bắt đầu từ những năm 1920 và 1930 với sự xuất hiện của các nhà văn như William Faulkner Thomas Wolfe Caroline Gordon Elizabeth Madox Roberts Katherine Anne Porter Allen Tate Tennessee Williams Robert Penn Warren và Zora Neale Hurston cùng những người khác.,"Nói cách khác, sự hồi sinh của văn học miền Nam nước Mỹ bắt đầu vào những năm 1920 và 1930.",0
1524,"Joe là một bộ phim chính kịch độc lập năm 2013 do David Gordon Green đạo diễn và đồng sản xuất, Lisa Muskat Derrick Tseng và Christopher Woodrow đồng sản xuất và được viết bởi Gary Hawkins chuyển thể từ tiểu thuyết cùng tên năm 1991 của Larry Brown. Phim có sự tham gia của Nicolas Cage và Tye Sheridan, xoay quanh một người đàn ông đau khổ thuê một cậu bé 15 tuổi và bảo vệ cậu khỏi người cha bạo hành của mình.",Nicolas Cage và Tye Sheridan từng kết hôn trong phim.,1
1525,Benjamin Huger (1746 – 11 tháng 5 năm 1779) là một trong năm anh em nhà Huger đến từ Nam Carolina từng phục vụ trong Chiến tranh Cách mạng Hoa Kỳ. Huger trở thành bạn thân của La Fayette khi gặp anh ta khi anh ta đến gần Georgetown vào năm 1777 và con trai của anh ta là Francis Kinloch Huger đã có vai trò trong việc đưa La Fayette tạm thời ra khỏi nhà tù ở Olomouc vào những năm 1790.,"Nói cách khác, francis Kinloch Huger ở Georgetown năm 1777.",1
1526,"I Love Rock 'n' Roll"" là một bài hát rock được viết vào năm 1975 bởi Alan Merrill của Arrows, người đã thu âm phiên bản phát hành đầu tiên. Bài hát sau đó trở nên nổi tiếng bởi Joan Jett & the Blackhearts vào năm 1982. Alan Merrill đã biểu diễn bài hát này trực tiếp ở Châu Âu, Nhật Bản và thường xuyên nhất là ở quê nhà Thành phố New York.",Alan Merrill chính là thành viên của Arrows.,0
1527,"Stephen Wolfram (sinh ngày 29 tháng 8 năm 1959) là một nhà vật lý và doanh nhân khoa học máy tính người Mỹ gốc Anh. Ông được biết đến với công trình toán học khoa học máy tính và vật lý lý thuyết. Ông là tác giả cuốn sách “Một loại khoa học mới”. Năm 2012, ông được vinh danh là thành viên đầu tiên của Hiệp hội Toán học Hoa Kỳ.",Stephen Wolfram từng viết một cuốn sách về khoa học.,0
1528,Đội bóng đá SMU Mustangs năm 1948 đại diện cho SMU Mustangs của Đại học Southern Methodist trong mùa giải bóng đá đại học năm 1948. Doak Walker khi còn là đàn em đã giành được Heisman Trophy. Doak đã thiết lập một số kỷ lục khác của Hội nghị Tây Nam vẫn còn tồn tại.,"Nói cách khác, doak Walker cũng chơi cho đội bóng SMU Mustangs vào năm sau.",1
1529,"Đội bóng đá Washington State Cougars năm 1919 là một đội bóng đá Mỹ đại diện cho Cao đẳng Bang Washington trong mùa giải bóng đá đại học năm 1919. Huấn luyện viên trưởng Gus Welch đã dẫn dắt đội giành chiến thắng 2–2 tại PCC và 5–2 chung cuộc. Năm nay đánh dấu việc đội sử dụng biệt danh ""Báo sư tử"".",Gus Welch chính là huấn luyện viên giỏi nhất mà Washington State Cougars từng có.,1
1530,"Richard Bedford Bennett Tử tước thứ nhất Bennett {'1': '2': '3': '4': ""} (3 tháng 7 năm 1870 – 26 tháng 6 năm 1947) là một chính trị gia người Canada, từng giữ chức Thủ tướng thứ 11 của Canada từ năm 1930 đến năm 1935. Ông lãnh đạo Đảng Bảo thủ từ năm 1927 đến năm 1938.",Richard Bedford Bennett từng đánh bại nhiều chính trị gia khác trong Đảng Bảo thủ Canada để trở thành Thủ tướng thứ 11 của Canada từ năm 1930 đến năm 1935.,1
1531,"Osgoods là một ban nhạc rock người Mỹ có trụ sở tại Tucson Arizona. Ban nhạc được thành lập bởi nghệ sĩ guitar Anthony Nigro và tay trống Colin Wyatt khi cả hai đều đang theo học đại học ở Tucson. Năm 1998, ban nhạc chuyển đến Los Angeles. Năm 2003, họ phát hành album đầy đủ đầu tiên Tự động Do-Over, tiếp theo là ""Smother and Shrink"" vào năm 2006.",Osgoods chính là một ban nhạc lạc hậu sống ở California.,0
1532,"Chuyến bay cuối cùng là một cuốn sách xuất bản năm 1937 bao gồm các mục nhật ký và các ghi chú khác do nhà tiên phong hàng không Amelia Earhart biên soạn trong nỗ lực thất bại năm đó khi bay một mình qua Thái Bình Dương. Nhà xuất bản chồng cô, George Palmer Putnam, đã biên tập bộ sưu tập được xuất bản sau khi ông qua đời để tưởng nhớ vợ ông.","Nói cách khác, cuốn sách rất hài hước và kịch tính.",1
1533,Răng là một bộ phim kinh dị hài đen năm 2007 do Mitchell Lichtenstein viết kịch bản và đạo diễn. Phim có sự tham gia của Jess Weixler và do Lichtenstein sản xuất với kinh phí 2 triệu USD. Bộ phim được công chiếu lần đầu tại Liên hoan phim Sundance vào ngày 19 tháng 1 năm 2007 và được Roadside Points phân phối với số lượng phát hành giới hạn tại Hoa Kỳ. Trước khi phát hành giới hạn,"Nói cách khác, bộ phim Răng được công chiếu lần đầu tại Liên hoan phim Sundance.",0
1534,"La Commune (Paris 1871) là một bộ phim chính kịch lịch sử năm 2000 do Peter Watkins đạo diễn về Công xã Paris. Là sự tái hiện lịch sử theo phong cách phim tài liệu, bộ phim đã nhận được nhiều lời khen ngợi từ các nhà phê bình vì chủ đề chính trị và sự chỉ đạo của Watkins. Xã La (Paris",1871) duy nhất diễn ra ở Pháp.,1
1535,Đội bóng đá SMU Mustangs năm 1948 đại diện cho SMU Mustangs của Đại học Southern Methodist trong mùa giải bóng đá đại học năm 1948. Doak Walker khi còn là đàn em đã giành được Heisman Trophy. Doak đã thiết lập một số kỷ lục khác của Hội nghị Tây Nam vẫn còn tồn tại.,Doak Walker chính là cầu thủ bóng đá đầu tiên của SMU giành được Heisman Trophy.,1
1536,"Stephen Wolfram (sinh ngày 29 tháng 8 năm 1959) là một nhà vật lý và doanh nhân khoa học máy tính người Mỹ gốc Anh. Ông được biết đến với công trình toán học khoa học máy tính và vật lý lý thuyết. Ông là tác giả cuốn sách “Một loại khoa học mới”. Năm 2012, ông được vinh danh là thành viên đầu tiên của Hiệp hội Toán học Hoa Kỳ. Stephen Wolfram sinh sau ngày 28 tháng 8",Năm 1959.,0
1537,"Joe là một bộ phim chính kịch độc lập năm 2013 do David Gordon Green đạo diễn và đồng sản xuất, Lisa Muskat Derrick Tseng và Christopher Woodrow đồng sản xuất và được viết bởi Gary Hawkins chuyển thể từ tiểu thuyết cùng tên năm 1991 của Larry Brown. Phim có sự tham gia của Nicolas Cage và Tye Sheridan, xoay quanh một người đàn ông đau khổ thuê một cậu bé 15 tuổi và bảo vệ cậu khỏi người cha bạo hành của mình.",Nicolas Cage và Tye Sheridan đóng vai chính trong Joe với tư cách chính là một cặp đôi.,1
1538,Đội bóng đá SMU Mustangs năm 1948 đại diện cho SMU Mustangs của Đại học Southern Methodist trong mùa giải bóng đá đại học năm 1948. Doak Walker khi còn là đàn em đã giành được Heisman Trophy. Doak đã thiết lập một số kỷ lục khác của Hội nghị Tây Nam vẫn còn tồn tại.,Không có được cầu thủ bóng đá nào khác của SMU giành được cúp Heisman ngoài Doak Walker.,1
1539,"La Commune (Paris 1871) là một bộ phim chính kịch lịch sử năm 2000 do Peter Watkins đạo diễn về Công xã Paris. Là sự tái hiện lịch sử theo phong cách phim tài liệu, bộ phim đã nhận được nhiều lời khen ngợi từ các nhà phê bình vì chủ đề chính trị và sự chỉ đạo của Watkins. Xã La (Paris",1871) chỉ có được các diễn viên người Pháp.,1
1540,"Chuyến bay cuối cùng là một cuốn sách xuất bản năm 1937 bao gồm các mục nhật ký và các ghi chú khác do nhà tiên phong hàng không Amelia Earhart biên soạn trong nỗ lực thất bại năm đó khi bay một mình qua Thái Bình Dương. Nhà xuất bản chồng cô, George Palmer Putnam, đã biên tập bộ sưu tập được xuất bản sau khi ông qua đời để tưởng nhớ vợ ông.",George không hề mất nhiều thời gian để xuất bản cuốn sách.,1
1541,"Modern Drummer là ấn phẩm hàng tháng hướng đến sở thích của những người chơi trống và bộ gõ. Tạp chí có các cuộc phỏng vấn đánh giá thiết bị và các chuyên mục đưa ra lời khuyên về kỹ thuật cũng như thông tin cho công chúng. ""Tay trống hiện đại"" cũng có sẵn trên internet.",Tay trống hiện đại có được sẵn trực tuyến miễn phí.,1
1542,"Stephen Wolfram (sinh ngày 29 tháng 8 năm 1959) là một nhà vật lý và doanh nhân khoa học máy tính người Mỹ gốc Anh. Ông được biết đến với công trình toán học khoa học máy tính và vật lý lý thuyết. Ông là tác giả cuốn sách “Một loại khoa học mới”. Năm 2012, ông được vinh danh là thành viên đầu tiên của Hiệp hội Toán học Hoa Kỳ.",Stephen Wolfram chính là một doanh nhân và cũng làm việc trong lĩnh vực vật lý lý thuyết.,0
1543,"I Love Rock 'n' Roll"" là một bài hát rock được viết vào năm 1975 bởi Alan Merrill của Arrows, người đã thu âm phiên bản phát hành đầu tiên. Bài hát sau đó trở nên nổi tiếng bởi Joan Jett & the Blackhearts vào năm 1982. Alan Merrill đã biểu diễn bài hát này trực tiếp ở Châu Âu, Nhật Bản và thường xuyên nhất là ở quê nhà Thành phố New York.","Nói cách khác, i Love Rock'n Roll"" được viết vào năm 1975.",0
1544,"Richard Bedford Bennett Tử tước thứ nhất Bennett {'1': '2': '3': '4': ""} (3 tháng 7 năm 1870 – 26 tháng 6 năm 1947) là một chính trị gia người Canada, từng giữ chức Thủ tướng thứ 11 của Canada từ năm 1930 đến năm 1935. Ông lãnh đạo Đảng Bảo thủ từ năm 1927 đến năm 1938.","Nói cách khác, richard Bedford Bennett bị cách chức năm 1935 do bị luận tội.",1
1545,"Joe là một bộ phim chính kịch độc lập năm 2013 do David Gordon Green đạo diễn và đồng sản xuất, Lisa Muskat Derrick Tseng và Christopher Woodrow đồng sản xuất và được viết bởi Gary Hawkins chuyển thể từ tiểu thuyết cùng tên năm 1991 của Larry Brown. Phim có sự tham gia của Nicolas Cage và Tye Sheridan, xoay quanh một người đàn ông đau khổ thuê một cậu bé 15 tuổi và bảo vệ cậu khỏi người cha bạo hành của mình.","Nói cách khác, gary Hawkins viết cho Joe khi đang hút thuốc.",1
1546,"La Commune (Paris 1871) là một bộ phim chính kịch lịch sử năm 2000 do Peter Watkins đạo diễn về Công xã Paris. Là sự tái hiện lịch sử theo phong cách phim tài liệu, bộ phim đã nhận được nhiều lời khen ngợi từ các nhà phê bình vì chủ đề chính trị và sự chỉ đạo của Watkins.",Peter Watkins đã từng chính là một chính trị gia.,1
1547,Đội bóng đá SMU Mustangs năm 1948 đại diện cho SMU Mustangs của Đại học Southern Methodist trong mùa giải bóng đá đại học năm 1948. Doak Walker khi còn là đàn em đã giành được Heisman Trophy. Doak đã thiết lập một số kỷ lục khác của Hội nghị Tây Nam vẫn còn tồn tại.,Đội bóng SMU từng bất bại trong mùa giải năm 1948.,1
1548,"Chuyến bay cuối cùng là một cuốn sách xuất bản năm 1937 bao gồm các mục nhật ký và các ghi chú khác do nhà tiên phong hàng không Amelia Earhart biên soạn trong nỗ lực thất bại năm đó khi bay một mình qua Thái Bình Dương. Nhà xuất bản chồng cô, George Palmer Putnam, đã biên tập bộ sưu tập được xuất bản sau khi ông qua đời để tưởng nhớ vợ ông.","Nói cách khác, bản gốc của cuốn sách tồn tại ngày nay.",1
1549,"Stephen Wolfram (sinh ngày 29 tháng 8 năm 1959) là một nhà vật lý và doanh nhân khoa học máy tính người Mỹ gốc Anh. Ông được biết đến với công trình toán học khoa học máy tính và vật lý lý thuyết. Ông là tác giả cuốn sách “Một loại khoa học mới”. Năm 2012, ông được vinh danh là thành viên đầu tiên của Hiệp hội Toán học Hoa Kỳ.","Nói cách khác, stephen Wolfram sinh vào tháng 8.",0
1550,"Đồi Hickory đôi khi còn được gọi là Nhà Thomas E. Watson là một bảo tàng ngôi nhà lịch sử tại 502 Hickory Hill Drive ở Thomson Georgia. Là Di tích Lịch sử Quốc gia, đây là ngôi nhà của người đồng sáng lập Đảng Dân túy Georgia, Thomas E. Watson (1856-1922). Dân số của Thomson GA là 12 người",Năm 654.,1
1551,"Đây là danh sách các đảo Shetland ở Scotland. Quần đảo Shetland nằm cách lục địa Scotland 100 km về phía bắc và thủ đô Lerwick gần như cách đều Bergen ở Na Uy và Aberdeen ở Scotland. Quần đảo Shetland bao gồm khoảng 300 hòn đảo và quả anh đào trong đó có 16 hòn đảo có người sinh sống. Ngoài Shetland Mainland, các hòn đảo lớn hơn là Unst Yell và Fetlar.",có được ít hòn đảo có người ở trong quần đảo Shetland.,0
1552,"Modern Drummer là ấn phẩm hàng tháng hướng đến sở thích của những người chơi trống và bộ gõ. Tạp chí có các cuộc phỏng vấn đánh giá thiết bị và các chuyên mục đưa ra lời khuyên về kỹ thuật cũng như thông tin cho công chúng. ""Tay trống hiện đại"" cũng có sẵn trên internet.",Hầu hết những người đăng ký Modern Drummer đều chính là những nhạc sĩ chuyên nghiệp.,1
1553,"Joe là một bộ phim chính kịch độc lập năm 2013 do David Gordon Green đạo diễn và đồng sản xuất, Lisa Muskat Derrick Tseng và Christopher Woodrow đồng sản xuất và được viết bởi Gary Hawkins chuyển thể từ tiểu thuyết cùng tên năm 1991 của Larry Brown. Phim có sự tham gia của Nicolas Cage và Tye Sheridan, xoay quanh một người đàn ông đau khổ thuê một cậu bé 15 tuổi và bảo vệ cậu khỏi người cha bạo hành của mình. Joestars Nicolas Cage và Tye Sheridan","Nói cách khác, xoay quanh một người đàn ông đau khổ thuê một cậu bé 15 tuổi và bảo vệ cậu khỏi cha mẹ bạo hành của mình.",1
1554,"Stephen Wolfram (sinh ngày 29 tháng 8 năm 1959) là một nhà vật lý và doanh nhân khoa học máy tính người Mỹ gốc Anh. Ông được biết đến với công trình toán học khoa học máy tính và vật lý lý thuyết. Ông là tác giả cuốn sách “Một loại khoa học mới”. Năm 2012, ông được vinh danh là thành viên đầu tiên của Hiệp hội Toán học Hoa Kỳ.","Nói cách khác, wolfram thích làm việc trong nhiều lĩnh vực như toán học và vật lý.",0
1555,Đội bóng đá SMU Mustangs năm 1948 đại diện cho SMU Mustangs của Đại học Southern Methodist trong mùa giải bóng đá đại học năm 1948. Doak Walker khi còn là đàn em đã giành được Heisman Trophy. Doak đã thiết lập một số kỷ lục khác của Hội nghị Tây Nam vẫn còn tồn tại.,Doak Walker chính là tiền vệ của đội bóng SMU năm 1948.,1
1556,"Đây là danh sách các đảo Shetland ở Scotland. Quần đảo Shetland nằm cách lục địa Scotland 100 km về phía bắc và thủ đô Lerwick gần như cách đều Bergen ở Na Uy và Aberdeen ở Scotland. Quần đảo Shetland bao gồm khoảng 300 hòn đảo và quả anh đào trong đó có 16 hòn đảo có người sinh sống. Ngoài Shetland Mainland, các hòn đảo lớn hơn là Unst Yell và Fetlar.",có được nhiều hòn đảo trong Quần đảo Shetland không có người sinh sống.,0
1557,"Đồi Hickory đôi khi còn được gọi là Nhà Thomas E. Watson là một bảo tàng ngôi nhà lịch sử tại 502 Hickory Hill Drive ở Thomson Georgia. Là Di tích Lịch sử Quốc gia, đây là ngôi nhà của người đồng sáng lập Đảng Dân túy Georgia, Thomas E. Watson (1856-1922). Ở Thomson rất ẩm ướt","Nói cách khác, georgia.",1
1558,Cúp FA Iraq 1979–80 là giải đấu thứ tư của Cúp FA Iraq. Al-Jaish đã vô địch giải đấu lần đầu tiên khi đánh bại Al-Talaba 4–2 trên chấm phạt đền trong trận chung kết sau trận hòa 1-1 trong đó Jamal Ali ghi bàn thắng cho Al-Talaba. Hai vòng đầu tiên diễn ra giữa các đội từ hạng dưới trước khi các câu lạc bộ hàng đầu bước vào vòng 16 đội.,Al-Talaba từng giành chiến thắng với tỷ số 4-2 tại Cúp FA Iraq 1979-80.,2
1559,"Passau là một ""Landkreis"" (quận) ở phía đông nam Bavaria. Nó bao quanh thành phố Passau về mặt địa lý từ hai phía. Các huyện giáp ranh là (từ phía đông theo chiều kim đồng hồ) Rottal-Inn Deggendorf Freyung-Grafenau. Về phía nam giáp Áo.","Nói cách khác, áo nằm ở phía nam Passau.",0
1560,"Modern Drummer là ấn phẩm hàng tháng hướng đến sở thích của những người chơi trống và bộ gõ. Tạp chí có các cuộc phỏng vấn đánh giá thiết bị và các chuyên mục đưa ra lời khuyên về kỹ thuật cũng như thông tin cho công chúng. ""Tay trống hiện đại"" cũng có sẵn trên internet.",Modern Drummer có được tính năng đánh giá trả phí.,1
1561,"Roberto Bolle (Casale Monferrato ngày 26 tháng 3 năm 1975) là một danseur người Ý. Anh hiện là ""vũ công chính"" của Nhà hát Ballet Hoa Kỳ và là vũ công chính ""étoile"" tại Nhà hát Ballet La Scala. Bolle cũng thường xuyên khiêu vũ với tư cách là nghệ sĩ khách mời của các công ty hàng đầu thế giới bao gồm The Royal Ballet, Mariinsky Ballet, Bolshoi Ballet và Paris Opera Ballet.",Roberto Bolle thường xuyên không hề nhảy.,2
1562,"Đồi Hickory đôi khi còn được gọi là Nhà Thomas E. Watson là một bảo tàng ngôi nhà lịch sử tại 502 Hickory Hill Drive ở Thomson Georgia. Là Di tích Lịch sử Quốc gia, đây là ngôi nhà của người đồng sáng lập Đảng Dân túy Georgia, Thomas E. Watson (1856-1922).",Đồi Hickory chính là một điểm thu hút khách du lịch tuyệt vời.,1
1563,Mei Foo () là trạm MTR Hồng Kông nằm ở Mei Foo Sun Chuen Lai Chi Kok New Kowloon. Đây là ga trung chuyển giữa Tuyến Tsuen Wan và Tuyến đường sắt phía Tây nằm giữa các ga Lai Chi Kok và Lai King trên Tuyến Tsuen Wan và Ga Nam Cheong và các ga Tsuen Wan West trên Tuyến đường sắt phía Tây. Màu sơn của ga Mei Foo có màu xanh lam.,Tất cả các trạm đều có được màu xanh và đỏ.,2
1564,"Passau là một ""Landkreis"" (quận) ở phía đông nam Bavaria. Nó bao quanh thành phố Passau về mặt địa lý từ hai phía. Các huyện giáp ranh là (từ phía đông theo chiều kim đồng hồ) Rottal-Inn Deggendorf Freyung-Grafenau. Về phía nam giáp Áo.","Nói cách khác, áo nằm ở phía nam quận Passau.",0
1565,"Air Lore là một album của bộ ba ngẫu hứng Air gồm có Henry Threadgill Steve McCall và Fred Hopkins biểu diễn các sáng tác của Jelly Roll Morton và Scott Joplin. Nó được Bluebird/RCA phát hành lại dưới dạng đĩa compact vào năm 1987 và có trong bộ hộp 8 CD Complete Novus and Columbia Recordings of Henry Threadgill and Air"" trên hãng đĩa Khảm.",Air Lore từng được phát hành ít nhất một lần trước khi được phát hành dưới dạng đĩa compact vào năm 1987.,0
1566,"Helena Suková (] ) (sinh ngày 23 tháng 2 năm 1965) là một cựu vận động viên quần vợt chuyên nghiệp đến từ Cộng hòa Séc. Trong sự nghiệp của mình, cô đã giành được 14 danh hiệu Grand Slam đôi, 9 trong số đó ở nội dung đôi nữ và 5 trong số đó ở nội dung đôi nam nữ. Cô cũng là á quân đơn Grand Slam 4 lần và giành được 10 danh hiệu đơn và 69 danh hiệu đôi.",Helena Sukova chính là một vận động viên quần vợt chuyên nghiệp đã nghỉ hưu.,0
1567,"Roberto Bolle (Casale Monferrato ngày 26 tháng 3 năm 1975) là một danseur người Ý. Anh hiện là ""vũ công chính"" của Nhà hát Ballet Hoa Kỳ và là vũ công chính ""étoile"" tại Nhà hát Ballet La Scala. Bolle cũng thường xuyên khiêu vũ với tư cách là nghệ sĩ khách mời của các công ty hàng đầu thế giới bao gồm The Royal Ballet, Mariinsky Ballet, Bolshoi Ballet và Paris Opera Ballet.",Roberto Bolle chưa bao giờ chính là nghệ sĩ khách mời.,2
1568,"Đây là danh sách các đảo Shetland ở Scotland. Quần đảo Shetland nằm cách lục địa Scotland 100 km về phía bắc và thủ đô Lerwick gần như cách đều Bergen ở Na Uy và Aberdeen ở Scotland. Quần đảo Shetland bao gồm khoảng 300 hòn đảo và quả anh đào trong đó có 16 hòn đảo có người sinh sống. Ngoài Shetland Mainland, các hòn đảo lớn hơn là Unst Yell và Fetlar.","Nói cách khác, quần đảo Shetland nằm ở phía bắc đất liền.",0
1569,"Đồi Hickory đôi khi còn được gọi là Nhà Thomas E. Watson là một bảo tàng ngôi nhà lịch sử tại 502 Hickory Hill Drive ở Thomson Georgia. Là Di tích Lịch sử Quốc gia, đây là ngôi nhà của người đồng sáng lập Đảng Dân túy Georgia, Thomas E. Watson (1856-1922).",Tên đệm của Thomas Watson chính là Edgar.,1
1570,Lễ trao giải Lux Style Awards lần thứ 4 được tổ chức tại Trung tâm Expo ở Karachi Pakistan. Chương trình được tổ chức bởi Junaid Khan và Aamina Sheikh cùng các thành viên của BNN. Chương trình có sự trình diễn của Humayun Saeed Zara Sheikh Veena Malik Ali Zafar Meesha Shafi và Sadia Imam. Một số hạng mục phim và ca nhạc đã bị loại khỏi giải thưởng. Lễ trao giải Lux Style Awards lần thứ 5 được tổ chức tại Trung tâm Expo ở Karahi,"Nói cách khác, pakistan.",2
1571,"Elizabeth Smylie (nhũ danh Sayers sinh ngày 11 tháng 4 năm 1963) đôi khi được gọi là Liz Smylie là một vận động viên quần vợt chuyên nghiệp người Úc đã nghỉ hưu. Trong sự nghiệp của mình, cô đã giành được bốn danh hiệu Grand Slam, một trong số đó ở nội dung đôi nữ và ba danh hiệu đôi nam nữ. Cô cũng giành được 3 danh hiệu đơn và 36 danh hiệu đôi. Trong số 38 danh hiệu đôi của cô",Smylie từng giành được ba giải trong số đó vào năm 1972.,2
